plataforma,fecha,campaña,impresiones,clics,costo
Meta Ads,2022-02-24,CAMPAIGN124211,297407,3758,44.416
Meta Ads,2022-02-25,CAMPAIGN124211,60336,964,10.608
Meta Ads,2022-02-26,CAMPAIGN123280,4791937,44648,990.2039996
Meta Ads,2022-02-27,CAMPAIGN123280,2704560,20926,400.888
Meta Ads,2022-02-28,CAMPAIGN123280,1705813,15869,361.742
Meta Ads,2022-03-01,CAMPAIGN123280,1092874,8945,188.604
Meta Ads,2022-03-02,CAMPAIGN123280,614359,5864,143.36
Meta Ads,2022-03-03,CAMPAIGN123344,3401833,41305,813.4439998
Meta Ads,2022-03-04,CAMPAIGN123344,1921514,16149,322.4419998
Meta Ads,2022-03-05,CAMPAIGN123344,237955,1631,41.914
Meta Ads,2022-03-06,CAMPAIGN123298,4355330,36377,670.3740002
Meta Ads,2022-03-07,CAMPAIGN124119,396868,6764,61.8
Meta Ads,2022-03-08,CAMPAIGN124353,153782,3196,45.84
Meta Ads,2022-03-09,CAMPAIGN124353,5915,61,0.978
Meta Ads,2022-03-10,CAMPAIGN124353,2348,64,0.738
Meta Ads,2022-03-11,CAMPAIGN124377,136280,2102,22.114
Meta Ads,2022-03-12,CAMPAIGN124377,116176,1731,17.978
Meta Ads,2022-03-13,CAMPAIGN124377,98899,1440,15.524
Meta Ads,2022-03-14,CAMPAIGN123432,2433092,36980,670.3999998
Meta Ads,2022-03-15,CAMPAIGN124457,79740,1175,32.06
Meta Ads,2022-03-16,CAMPAIGN124457,49888,597,15.328
Meta Ads,2022-03-17,CAMPAIGN123224,6492624,59227,1437.06
Meta Ads,2022-03-18,CAMPAIGN123224,1318108,11953,296.138
Meta Ads,2022-03-19,CAMPAIGN123224,967853,7737,195.712
Meta Ads,2022-03-20,CAMPAIGN123224,827823,6528,155.89
Meta Ads,2022-03-21,CAMPAIGN124277,230588,4142,45.4
Meta Ads,2022-03-22,CAMPAIGN124277,107779,1056,16.368
Meta Ads,2022-03-23,CAMPAIGN124185,322962,3905,51.098
Meta Ads,2022-03-24,CAMPAIGN124185,22278,258,4.196
Meta Ads,2022-03-25,CAMPAIGN123451,2272157,25258,482.5
Meta Ads,2022-03-26,CAMPAIGN123451,175948,2099,42.458
Meta Ads,2022-03-27,CAMPAIGN123406,2748427,28130,670.2
Meta Ads,2022-03-28,CAMPAIGN124459,78150,1057,23.9
Meta Ads,2022-03-29,CAMPAIGN124459,52138,742,16.424
Meta Ads,2022-03-30,CAMPAIGN124459,21096,303,7.054
Meta Ads,2022-03-31,CAMPAIGN124340,170674,1083,21.54
Meta Ads,2022-04-01,CAMPAIGN124340,75689,449,8.954
Meta Ads,2022-04-02,CAMPAIGN124340,67118,371,7.068
Meta Ads,2022-04-03,CAMPAIGN124340,56222,331,6.554
Meta Ads,2022-04-04,CAMPAIGN124340,44391,291,5.696
Meta Ads,2022-04-05,CAMPAIGN124340,44286,238,4.518
Meta Ads,2022-04-06,CAMPAIGN124340,34590,201,3.802
Meta Ads,2022-04-07,CAMPAIGN124340,28921,226,4.324
Meta Ads,2022-04-08,CAMPAIGN124340,28169,185,3.602
Meta Ads,2022-04-09,CAMPAIGN124340,25074,134,2.614
Meta Ads,2022-04-10,CAMPAIGN124340,24399,256,4.484
Meta Ads,2022-04-11,CAMPAIGN124340,24176,155,3.03
Meta Ads,2022-04-12,CAMPAIGN124340,23437,148,2.792
Meta Ads,2022-04-13,CAMPAIGN124340,20062,99,1.772
Meta Ads,2022-04-14,CAMPAIGN124340,19353,112,2.112
Meta Ads,2022-04-15,CAMPAIGN124340,17167,2124,4.768
Meta Ads,2022-04-16,CAMPAIGN124340,14105,157,2.856
Meta Ads,2022-04-17,CAMPAIGN124340,5163,26,0.494
Meta Ads,2022-04-18,CAMPAIGN124340,3492,31,0.58
Meta Ads,2022-04-19,CAMPAIGN124340,2842,225,1.674
Meta Ads,2022-04-20,CAMPAIGN124340,2763,29,0.536
Meta Ads,2022-04-21,CAMPAIGN124340,1943,23,0.402
Meta Ads,2022-04-22,CAMPAIGN124340,76,10,0.046
Meta Ads,2022-04-23,CAMPAIGN124340,13,0,0.0
Meta Ads,2022-04-24,CAMPAIGN124340,3,1,0.004
Meta Ads,2022-04-25,CAMPAIGN124340,3,0,0.0
Meta Ads,2022-04-26,CAMPAIGN124408,115768,473,20.584
Meta Ads,2022-04-27,CAMPAIGN124408,43171,181,8.348
Meta Ads,2022-04-28,CAMPAIGN124408,31778,94,4.208
Meta Ads,2022-04-29,CAMPAIGN124408,24995,88,3.648
Meta Ads,2022-04-30,CAMPAIGN124408,20993,71,3.27
Meta Ads,2022-05-01,CAMPAIGN124408,18848,89,3.818
Meta Ads,2022-05-02,CAMPAIGN124408,13729,50,2.196
Meta Ads,2022-05-03,CAMPAIGN124408,12171,28,1.15
Meta Ads,2022-05-04,CAMPAIGN124408,11631,36,1.632
Meta Ads,2022-05-05,CAMPAIGN124408,10291,29,1.276
Meta Ads,2022-05-06,CAMPAIGN124408,9380,50,2.23
Meta Ads,2022-05-07,CAMPAIGN124408,7045,27,1.13
Meta Ads,2022-05-08,CAMPAIGN124408,6908,14,0.562
Meta Ads,2022-05-09,CAMPAIGN124408,6839,26,1.33
Meta Ads,2022-05-10,CAMPAIGN124408,5610,17,0.71
Meta Ads,2022-05-11,CAMPAIGN124408,5487,20,0.91
Meta Ads,2022-05-12,CAMPAIGN124408,4872,20,0.896
Meta Ads,2022-05-13,CAMPAIGN124408,3108,249,1.682
Meta Ads,2022-05-14,CAMPAIGN124408,2959,10,0.472
Meta Ads,2022-05-15,CAMPAIGN124408,1699,3,0.138
Meta Ads,2022-05-16,CAMPAIGN124408,1659,118,1.146
Meta Ads,2022-05-17,CAMPAIGN124408,521,2,0.086
Meta Ads,2022-05-18,CAMPAIGN124408,184,3,0.056
Meta Ads,2022-05-19,CAMPAIGN124408,152,6,0.128
Meta Ads,2022-05-20,CAMPAIGN124408,22,0,0.0
Meta Ads,2022-05-21,CAMPAIGN124408,19,0,0.0
Meta Ads,2022-05-22,CAMPAIGN124408,16,0,0.0
Meta Ads,2022-05-23,CAMPAIGN124408,8,0,0.0
Meta Ads,2022-05-24,CAMPAIGN124408,5,0,0.0
Meta Ads,2022-05-25,CAMPAIGN124408,2,0,0.0
Meta Ads,2022-05-26,CAMPAIGN124408,1,0,0.0
Meta Ads,2022-05-27,CAMPAIGN124007,536608,3528,62.6120002
Meta Ads,2022-05-28,CAMPAIGN124007,243747,1479,25.988
Meta Ads,2022-05-29,CAMPAIGN124007,185110,1144,20.14
Meta Ads,2022-05-30,CAMPAIGN124007,149772,941,17.476
Meta Ads,2022-05-31,CAMPAIGN124007,130608,822,14.584
Meta Ads,2022-06-01,CAMPAIGN124007,124659,854,14.674
Meta Ads,2022-06-02,CAMPAIGN124007,116272,773,13.896
Meta Ads,2022-06-03,CAMPAIGN124007,114782,1445,23.4420002
Meta Ads,2022-06-04,CAMPAIGN124007,47908,5331,8.3559998
Meta Ads,2022-06-05,CAMPAIGN124007,19354,118,2.028
Meta Ads,2022-06-06,CAMPAIGN124007,14964,93,1.746
Meta Ads,2022-06-07,CAMPAIGN124007,9836,41,0.958
Meta Ads,2022-06-08,CAMPAIGN124007,8747,58,1.368
Meta Ads,2022-06-09,CAMPAIGN124007,8168,43,0.79
Meta Ads,2022-06-10,CAMPAIGN124007,7926,414,1.992
Meta Ads,2022-06-11,CAMPAIGN124007,6034,31,0.642
Meta Ads,2022-06-12,CAMPAIGN124007,5418,411,1.04
Meta Ads,2022-06-13,CAMPAIGN124007,5384,35,0.59
Meta Ads,2022-06-14,CAMPAIGN124007,4906,57,0.714
Meta Ads,2022-06-15,CAMPAIGN124007,3682,18,0.386
Meta Ads,2022-06-16,CAMPAIGN124007,2779,18,0.296
Meta Ads,2022-06-17,CAMPAIGN124007,919,4,0.128
Meta Ads,2022-06-18,CAMPAIGN124007,780,33,0.252
Meta Ads,2022-06-19,CAMPAIGN124007,634,13,0.198
Meta Ads,2022-06-20,CAMPAIGN124007,305,4,0.052
Meta Ads,2022-06-21,CAMPAIGN124007,247,12,0.062
Meta Ads,2022-06-22,CAMPAIGN124192,314867,1930,35.812
Meta Ads,2022-06-23,CAMPAIGN124192,109104,604,10.848
Meta Ads,2022-06-24,CAMPAIGN124192,108049,1806,27.08
Meta Ads,2022-06-25,CAMPAIGN124192,106949,728,13.286
Meta Ads,2022-06-26,CAMPAIGN124192,100443,616,11.054
Meta Ads,2022-06-27,CAMPAIGN124192,72484,445,8.296
Meta Ads,2022-06-28,CAMPAIGN124192,55501,372,6.36
Meta Ads,2022-06-29,CAMPAIGN124192,54079,320,5.876
Meta Ads,2022-06-30,CAMPAIGN124192,18261,2348,5.538
Meta Ads,2022-07-01,CAMPAIGN124192,17551,100,1.848
Meta Ads,2022-07-02,CAMPAIGN124192,10203,42,0.8
Meta Ads,2022-07-03,CAMPAIGN124192,9194,78,1.468
Meta Ads,2022-07-04,CAMPAIGN124192,7289,42,0.736
Meta Ads,2022-07-05,CAMPAIGN124192,6739,36,0.626
Meta Ads,2022-07-06,CAMPAIGN124192,5763,25,0.416
Meta Ads,2022-07-07,CAMPAIGN124192,4857,616,1.352
Meta Ads,2022-07-08,CAMPAIGN124192,4736,61,0.992
Meta Ads,2022-07-09,CAMPAIGN124192,3726,16,0.296
Meta Ads,2022-07-10,CAMPAIGN124192,3641,14,0.23
Meta Ads,2022-07-11,CAMPAIGN124192,2128,83,0.724
Meta Ads,2022-07-12,CAMPAIGN124192,1814,12,0.224
Meta Ads,2022-07-13,CAMPAIGN124192,491,1,0.018
Meta Ads,2022-07-14,CAMPAIGN124192,339,0,0.0
Meta Ads,2022-07-15,CAMPAIGN124192,80,1,0.016
Meta Ads,2022-07-16,CAMPAIGN124192,27,1,0.002
Meta Ads,2022-07-17,CAMPAIGN124192,6,0,0.0
Meta Ads,2022-07-18,CAMPAIGN123949,598059,4715,78.53
Meta Ads,2022-07-19,CAMPAIGN123949,170429,1131,18.542
Meta Ads,2022-07-20,CAMPAIGN123949,153933,1228,20.706
Meta Ads,2022-07-21,CAMPAIGN123949,118057,1661,25.45
Meta Ads,2022-07-22,CAMPAIGN123949,114688,791,13.302
Meta Ads,2022-07-23,CAMPAIGN123949,108910,764,11.794
Meta Ads,2022-07-24,CAMPAIGN123949,106934,812,12.704
Meta Ads,2022-07-25,CAMPAIGN123949,56125,499,8.164
Meta Ads,2022-07-26,CAMPAIGN123949,30353,2463,8.61
Meta Ads,2022-07-27,CAMPAIGN123949,23413,156,2.576
Meta Ads,2022-07-28,CAMPAIGN123949,11224,83,1.33
Meta Ads,2022-07-29,CAMPAIGN123949,7761,636,1.79
Meta Ads,2022-07-30,CAMPAIGN123949,6572,53,0.834
Meta Ads,2022-07-31,CAMPAIGN123949,6079,64,1.002
Meta Ads,2022-08-01,CAMPAIGN123949,5800,47,0.758
Meta Ads,2022-08-02,CAMPAIGN123949,5257,34,0.52
Meta Ads,2022-08-03,CAMPAIGN123949,4755,35,0.562
Meta Ads,2022-08-04,CAMPAIGN123949,4371,33,0.55
Meta Ads,2022-08-05,CAMPAIGN123949,2981,29,0.474
Meta Ads,2022-08-06,CAMPAIGN123949,2681,31,0.536
Meta Ads,2022-08-07,CAMPAIGN123949,1934,85,1.024
Meta Ads,2022-08-08,CAMPAIGN123949,1076,37,0.514
Meta Ads,2022-08-09,CAMPAIGN123949,734,19,0.274
Meta Ads,2022-08-10,CAMPAIGN123949,290,3,0.046
Meta Ads,2022-08-11,CAMPAIGN123949,198,3,0.044
Meta Ads,2022-08-12,CAMPAIGN123949,97,2,0.032
Meta Ads,2022-08-13,CAMPAIGN123123,110152270,223435,7599.599999
Meta Ads,2022-08-14,CAMPAIGN124170,337624,3567,153.432
Meta Ads,2022-08-15,CAMPAIGN124170,197204,2102,103.168
Meta Ads,2022-08-16,CAMPAIGN124259,252189,2717,51.054
Meta Ads,2022-08-17,CAMPAIGN124259,126470,1297,28.766
Meta Ads,2022-08-18,CAMPAIGN124403,116984,1318,71.336
Meta Ads,2022-08-19,CAMPAIGN124403,64741,740,44.264
Meta Ads,2022-08-20,CAMPAIGN123970,571707,6618,141.44
Meta Ads,2022-08-21,CAMPAIGN123970,275383,3786,87.686
Meta Ads,2022-08-22,CAMPAIGN123806,842907,3707,358.9760002
Meta Ads,2022-08-23,CAMPAIGN123806,641709,3236,301.0239996
Meta Ads,2022-08-24,CAMPAIGN124243,265813,2565,92.668
Meta Ads,2022-08-25,CAMPAIGN124243,117700,1262,43.406
Meta Ads,2022-08-26,CAMPAIGN124137,376438,19460,199.038
Meta Ads,2022-08-27,CAMPAIGN124137,2934,48,0.496
Meta Ads,2022-08-28,CAMPAIGN124137,714,21,0.252
Meta Ads,2022-08-29,CAMPAIGN123677,1212026,81462,355.414
Meta Ads,2022-08-30,CAMPAIGN123677,13362,522,2.332
Meta Ads,2022-08-31,CAMPAIGN123677,5396,426,2.052
Meta Ads,2022-09-01,CAMPAIGN124369,143038,17035,39.854
Meta Ads,2022-09-02,CAMPAIGN124369,341,33,0.094
Meta Ads,2022-09-03,CAMPAIGN124369,96,21,0.05
Meta Ads,2022-09-04,CAMPAIGN124139,374710,21916,68.504
Meta Ads,2022-09-05,CAMPAIGN124139,76056,5212,15.94
Meta Ads,2022-09-06,CAMPAIGN124139,15528,740,2.914
Meta Ads,2022-09-07,CAMPAIGN124139,2404,322,0.944
Meta Ads,2022-09-08,CAMPAIGN124139,1143,50,0.176
Meta Ads,2022-09-09,CAMPAIGN124139,112,3,0.01
Meta Ads,2022-09-10,CAMPAIGN124139,104,6,0.026
Meta Ads,2022-09-11,CAMPAIGN124139,46,1,0.004
Meta Ads,2022-09-12,CAMPAIGN124217,292167,15606,65.086
Meta Ads,2022-09-13,CAMPAIGN124217,65113,3610,15.46
Meta Ads,2022-09-14,CAMPAIGN124217,6599,351,1.652
Meta Ads,2022-09-15,CAMPAIGN124217,5288,228,1.172
Meta Ads,2022-09-16,CAMPAIGN124217,2162,248,1.056
Meta Ads,2022-09-17,CAMPAIGN124217,274,21,0.106
Meta Ads,2022-09-18,CAMPAIGN124217,198,7,0.02
Meta Ads,2022-09-19,CAMPAIGN124217,16,0,0.0
Meta Ads,2022-09-20,CAMPAIGN124431,95380,3766,28.274
Meta Ads,2022-09-21,CAMPAIGN124431,39737,1348,8.984
Meta Ads,2022-09-22,CAMPAIGN124431,7028,179,1.378
Meta Ads,2022-09-23,CAMPAIGN124431,5733,305,2.236
Meta Ads,2022-09-24,CAMPAIGN124431,2596,58,0.382
Meta Ads,2022-09-25,CAMPAIGN124431,609,27,0.174
Meta Ads,2022-09-26,CAMPAIGN124431,565,17,0.074
Meta Ads,2022-09-27,CAMPAIGN124431,64,1,0.008
Meta Ads,2022-09-28,CAMPAIGN124379,136051,2345,22.57
Meta Ads,2022-09-29,CAMPAIGN124379,49705,947,15.096
Meta Ads,2022-09-30,CAMPAIGN124379,12501,282,4.36
Meta Ads,2022-10-01,CAMPAIGN124379,3808,40,0.592
Meta Ads,2022-10-02,CAMPAIGN124379,1849,33,0.562
Meta Ads,2022-10-03,CAMPAIGN124379,1836,39,0.346
Meta Ads,2022-10-04,CAMPAIGN124379,1678,57,0.852
Meta Ads,2022-10-05,CAMPAIGN124379,411,8,0.056
Meta Ads,2022-10-06,CAMPAIGN124379,399,5,0.016
Meta Ads,2022-10-07,CAMPAIGN124379,281,1,0.024
Meta Ads,2022-10-08,CAMPAIGN124379,107,3,0.036
Meta Ads,2022-10-09,CAMPAIGN124379,94,2,0.014
Meta Ads,2022-10-10,CAMPAIGN124145,363079,5016,38.008
Meta Ads,2022-10-11,CAMPAIGN124145,158234,7918,38.118
Meta Ads,2022-10-12,CAMPAIGN124145,113954,1457,11.368
Meta Ads,2022-10-13,CAMPAIGN124145,40719,2153,10.348
Meta Ads,2022-10-14,CAMPAIGN124145,15454,236,1.734
Meta Ads,2022-10-15,CAMPAIGN124145,12522,213,1.676
Meta Ads,2022-10-16,CAMPAIGN124145,10350,453,2.626
Meta Ads,2022-10-17,CAMPAIGN124145,2548,171,0.798
Meta Ads,2022-10-18,CAMPAIGN124145,348,10,0.064
Meta Ads,2022-10-19,CAMPAIGN124145,134,5,0.028
Meta Ads,2022-10-20,CAMPAIGN124145,54,4,0.03
Meta Ads,2022-10-21,CAMPAIGN124145,16,0,0.0
Meta Ads,2022-10-22,CAMPAIGN124080,443688,7122,53.806
Meta Ads,2022-10-23,CAMPAIGN124080,168332,7200,37.634
Meta Ads,2022-10-24,CAMPAIGN124080,81977,3361,17.556
Meta Ads,2022-10-25,CAMPAIGN124080,75983,1238,9.368
Meta Ads,2022-10-26,CAMPAIGN124080,28953,466,3.34
Meta Ads,2022-10-27,CAMPAIGN124080,15722,705,3.888
Meta Ads,2022-10-28,CAMPAIGN124080,7440,307,1.784
Meta Ads,2022-10-29,CAMPAIGN124080,6284,387,1.938
Meta Ads,2022-10-30,CAMPAIGN124080,5480,93,0.73
Meta Ads,2022-10-31,CAMPAIGN124080,1429,52,0.234
Meta Ads,2022-11-01,CAMPAIGN124080,1387,82,0.482
Meta Ads,2022-11-02,CAMPAIGN124080,94,5,0.032
Meta Ads,2022-11-03,CAMPAIGN124316,200319,9445,40.28
Meta Ads,2022-11-04,CAMPAIGN124316,62717,2790,11.472
Meta Ads,2022-11-05,CAMPAIGN124316,6476,246,1.108
Meta Ads,2022-11-06,CAMPAIGN124316,5751,212,1.042
Meta Ads,2022-11-07,CAMPAIGN124316,4803,367,1.614
Meta Ads,2022-11-08,CAMPAIGN124316,341,3,0.014
Meta Ads,2022-11-09,CAMPAIGN124316,190,8,0.038
Meta Ads,2022-11-10,CAMPAIGN124316,17,1,0.004
Meta Ads,2022-11-11,CAMPAIGN124463,75943,2152,12.03
Meta Ads,2022-11-12,CAMPAIGN124463,42063,1979,10.466
Meta Ads,2022-11-13,CAMPAIGN124463,10607,445,2.388
Meta Ads,2022-11-14,CAMPAIGN124463,7062,153,0.99
Meta Ads,2022-11-15,CAMPAIGN124463,5303,148,0.87
Meta Ads,2022-11-16,CAMPAIGN124463,1496,54,0.414
Meta Ads,2022-11-17,CAMPAIGN124463,1161,44,0.354
Meta Ads,2022-11-18,CAMPAIGN124463,1088,77,0.436
Meta Ads,2022-11-19,CAMPAIGN124463,364,28,0.202
Meta Ads,2022-11-20,CAMPAIGN124463,267,10,0.04
Meta Ads,2022-11-21,CAMPAIGN124463,116,6,0.036
Meta Ads,2022-11-22,CAMPAIGN124463,31,0,0.0
Meta Ads,2022-11-23,CAMPAIGN123386,2908294,39912,714.2220008
Meta Ads,2022-11-24,CAMPAIGN123386,840331,12878,217.978
Meta Ads,2022-11-25,CAMPAIGN123127,38208825,616766,4795.400001
Meta Ads,2022-11-26,CAMPAIGN123279,4803160,132526,844.9999994
Meta Ads,2022-11-27,CAMPAIGN123172,9571539,147330,1970.200001
Meta Ads,2022-11-28,CAMPAIGN123227,6457198,20891,1521.098
Meta Ads,2022-11-29,CAMPAIGN123227,1067183,6314,254.206
Meta Ads,2022-11-30,CAMPAIGN123156,12737049,59836,685.2000006
Meta Ads,2022-12-01,CAMPAIGN123178,9045430,62400,1497.972
Meta Ads,2022-12-02,CAMPAIGN123129,31635403,166262,4407.4
Meta Ads,2022-12-03,CAMPAIGN123638,1352914,35988,655.5040006
Meta Ads,2022-12-04,CAMPAIGN123638,1100957,26032,498.7079998
Meta Ads,2022-12-05,CAMPAIGN123638,707182,20041,359.3800002
Meta Ads,2022-12-06,CAMPAIGN123638,267109,5852,137.86
Meta Ads,2022-12-07,CAMPAIGN123638,150243,3492,76.696
Meta Ads,2022-12-08,CAMPAIGN123638,67249,1917,36.74
Meta Ads,2022-12-09,CAMPAIGN123638,45826,1222,26.482
Meta Ads,2022-12-10,CAMPAIGN123638,38938,984,21.342
Meta Ads,2022-12-11,CAMPAIGN123638,23959,615,12.714
Meta Ads,2022-12-12,CAMPAIGN123638,55,1,0.02
Meta Ads,2022-12-13,CAMPAIGN123638,17,0,0.002
Meta Ads,2022-12-14,CAMPAIGN123638,4,0,0.0
Meta Ads,2022-12-15,CAMPAIGN123638,2,0,0.0
Meta Ads,2022-12-16,CAMPAIGN123638,1,0,0.0
Meta Ads,2022-12-17,CAMPAIGN123868,722469,13226,542.9259996
Meta Ads,2022-12-18,CAMPAIGN123868,583648,15008,546.7199996
Meta Ads,2022-12-19,CAMPAIGN123868,536260,13504,495.9739996
Meta Ads,2022-12-20,CAMPAIGN123868,158695,2368,129.25
Meta Ads,2022-12-21,CAMPAIGN123868,25706,519,26.054
Meta Ads,2022-12-22,CAMPAIGN123868,25577,534,26.986
Meta Ads,2022-12-23,CAMPAIGN123868,25414,737,27.7839998
Meta Ads,2022-12-24,CAMPAIGN123868,15748,342,15.718
Meta Ads,2022-12-25,CAMPAIGN123868,12259,253,12.726
Meta Ads,2022-12-26,CAMPAIGN123868,197,5,0.172
Meta Ads,2022-12-27,CAMPAIGN123868,158,3,0.12
Meta Ads,2022-12-28,CAMPAIGN123868,34,2,0.03
Meta Ads,2022-12-29,CAMPAIGN123868,3,1,0.0
Meta Ads,2022-12-30,CAMPAIGN123868,1,0,0.0
Meta Ads,2022-12-31,CAMPAIGN123755,987565,2676,186.5139998
Meta Ads,2022-01-01,CAMPAIGN123755,201845,592,63.298
Meta Ads,2022-01-02,CAMPAIGN123755,182111,551,56.994
Meta Ads,2022-01-03,CAMPAIGN123755,157939,378,23.5080004
Meta Ads,2022-01-04,CAMPAIGN123755,96347,331,38.726
Meta Ads,2022-01-05,CAMPAIGN123755,62583,201,24.46
Meta Ads,2022-01-06,CAMPAIGN123755,35484,139,13.14
Meta Ads,2022-01-07,CAMPAIGN123755,30537,51,7.508
Meta Ads,2022-01-08,CAMPAIGN123755,18883,73,7.064
Meta Ads,2022-01-09,CAMPAIGN123755,10406,38,1.5340002
Meta Ads,2022-01-10,CAMPAIGN123755,9270,25,2.6
Meta Ads,2022-01-11,CAMPAIGN123755,6601,38,1.488
Meta Ads,2022-01-12,CAMPAIGN123755,5165,19,0.982
Meta Ads,2022-01-13,CAMPAIGN123755,4078,7,0.654
Meta Ads,2022-01-14,CAMPAIGN123755,2521,8,0.638
Meta Ads,2022-01-15,CAMPAIGN123755,1686,11,0.492
Meta Ads,2022-01-16,CAMPAIGN123698,1164869,3222,219.7179998
Meta Ads,2022-01-17,CAMPAIGN123698,273019,821,44.47
Meta Ads,2022-01-18,CAMPAIGN123698,218569,973,70.562
Meta Ads,2022-01-19,CAMPAIGN123698,165076,622,62.0279998
Meta Ads,2022-01-20,CAMPAIGN123698,157326,617,56.878
Meta Ads,2022-01-21,CAMPAIGN123698,111757,364,39.518
Meta Ads,2022-01-22,CAMPAIGN123698,89686,371,28.568
Meta Ads,2022-01-23,CAMPAIGN123698,34158,87,10.748
Meta Ads,2022-01-24,CAMPAIGN123698,24143,60,4.6560002
Meta Ads,2022-01-25,CAMPAIGN123698,23977,77,9.072
Meta Ads,2022-01-26,CAMPAIGN123698,18737,58,6.786
Meta Ads,2022-01-27,CAMPAIGN123698,10213,46,2.666
Meta Ads,2022-01-28,CAMPAIGN123698,7295,22,2.348
Meta Ads,2022-01-29,CAMPAIGN123698,6336,12,1.418
Meta Ads,2022-01-30,CAMPAIGN123698,6325,41,2.364
Meta Ads,2022-01-31,CAMPAIGN124419,108063,199,38.172
Meta Ads,2022-02-01,CAMPAIGN124419,104167,164,32.326
Meta Ads,2022-02-02,CAMPAIGN124419,30061,71,12.366
Meta Ads,2022-02-03,CAMPAIGN124419,27082,80,12.776
Meta Ads,2022-02-04,CAMPAIGN124419,24555,27,7.116
Meta Ads,2022-02-05,CAMPAIGN124419,22686,62,11.32
Meta Ads,2022-02-06,CAMPAIGN124419,21180,26,5.844
Meta Ads,2022-02-07,CAMPAIGN124419,14501,30,5.328
Meta Ads,2022-02-08,CAMPAIGN124419,11805,7,3.7919998
Meta Ads,2022-02-09,CAMPAIGN124419,10076,31,5.012
Meta Ads,2022-02-10,CAMPAIGN124419,5121,7,1.904
Meta Ads,2022-02-11,CAMPAIGN124419,4472,10,2.248
Meta Ads,2022-02-12,CAMPAIGN124419,3561,3,1.8
Meta Ads,2022-02-13,CAMPAIGN124419,3505,5,1.494
Meta Ads,2022-02-14,CAMPAIGN124419,2395,4,0.914
Meta Ads,2022-02-15,CAMPAIGN124419,1899,3,0.84
Meta Ads,2022-02-16,CAMPAIGN124448,85602,271,40.648
Meta Ads,2022-02-17,CAMPAIGN124448,68596,256,28.4000002
Meta Ads,2022-02-18,CAMPAIGN124448,62437,184,31.798
Meta Ads,2022-02-19,CAMPAIGN124448,52090,138,27.782
Meta Ads,2022-02-20,CAMPAIGN124448,37889,92,13.2
Meta Ads,2022-02-21,CAMPAIGN124448,23483,152,11.34
Meta Ads,2022-02-22,CAMPAIGN124448,13038,60,5.176
Meta Ads,2022-02-23,CAMPAIGN124448,12502,28,3.732
Meta Ads,2022-02-24,CAMPAIGN124448,12469,38,4.61
Meta Ads,2022-02-25,CAMPAIGN124448,11430,28,4.406
Meta Ads,2022-02-26,CAMPAIGN124448,10525,22,4.45
Meta Ads,2022-02-27,CAMPAIGN124448,8384,18,3.014
Meta Ads,2022-02-28,CAMPAIGN124448,7820,35,4.5779998
Meta Ads,2022-03-01,CAMPAIGN124448,4330,6,1.612
Meta Ads,2022-03-02,CAMPAIGN124448,3817,10,1.102
Meta Ads,2022-03-03,CAMPAIGN124448,1612,8,0.746
Meta Ads,2022-03-04,CAMPAIGN124448,870,2,0.532
Meta Ads,2022-03-05,CAMPAIGN123895,685728,1859,115.4539998
Meta Ads,2022-03-06,CAMPAIGN123895,346422,1193,85.0559998
Meta Ads,2022-03-07,CAMPAIGN123895,235139,616,51.0519996
Meta Ads,2022-03-08,CAMPAIGN123895,165881,416,37.674
Meta Ads,2022-03-09,CAMPAIGN123895,151299,636,39.2980002
Meta Ads,2022-03-10,CAMPAIGN123895,96379,316,33.394
Meta Ads,2022-03-11,CAMPAIGN123895,62470,215,21.776
Meta Ads,2022-03-12,CAMPAIGN123895,51787,135,13.0
Meta Ads,2022-03-13,CAMPAIGN123895,46872,125,12.866
Meta Ads,2022-03-14,CAMPAIGN123895,35263,118,10.538
Meta Ads,2022-03-15,CAMPAIGN123895,26233,64,9.152
Meta Ads,2022-03-16,CAMPAIGN123895,18536,59,6.448
Meta Ads,2022-03-17,CAMPAIGN123895,10934,32,3.218
Meta Ads,2022-03-18,CAMPAIGN123895,5696,24,1.872
Meta Ads,2022-03-19,CAMPAIGN124293,215201,3240,323.1720002
Meta Ads,2022-03-20,CAMPAIGN124293,45592,802,74.826
Meta Ads,2022-03-21,CAMPAIGN124549,3962,17,1.65
Meta Ads,2022-03-22,CAMPAIGN124549,3675,5,1.318
Meta Ads,2022-03-23,CAMPAIGN124549,2911,11,1.432
Meta Ads,2022-03-24,CAMPAIGN124549,1192,3,0.484
Meta Ads,2022-03-25,CAMPAIGN124549,520,1,0.232
Meta Ads,2022-03-26,CAMPAIGN124549,284,2,0.12
Meta Ads,2022-03-27,CAMPAIGN124549,155,0,0.036
Meta Ads,2022-03-28,CAMPAIGN124549,85,0,0.014
Meta Ads,2022-03-29,CAMPAIGN124535,13491,38,4.66
Meta Ads,2022-03-30,CAMPAIGN124535,9950,31,3.226
Meta Ads,2022-03-31,CAMPAIGN124535,9213,42,3.814
Meta Ads,2022-04-01,CAMPAIGN124535,3112,11,0.876
Meta Ads,2022-04-02,CAMPAIGN124535,2392,7,0.746
Meta Ads,2022-04-03,CAMPAIGN124535,1491,7,0.528
Meta Ads,2022-04-04,CAMPAIGN124535,38,0,0.0
Meta Ads,2022-04-05,CAMPAIGN124535,27,0,0.0
Meta Ads,2022-04-06,CAMPAIGN124532,15689,82,4.8459998
